gene_id	gene_name	chromosome	start	end	strand	type
ENSG00000158683.8	PKD1L1	chr7	47740202	47948491	-	protein_coding
ENSG00000146666.5	LINC00525	chr7	47761476	47766772	+	antisense
ENSG00000136275.10	C7orf69	chr7	47795291	47819847	+	antisense
ENSG00000225507.1	AC069282.1	chr7	47956793	47957318	+	processed_pseudogene
ENSG00000136273.12	HUS1	chr7	47963288	47979553	-	protein_coding
ENSG00000164744.12	SUN3	chr7	47987148	48029119	-	protein_coding
ENSG00000164746.13	C7orf57	chr7	48035511	48061304	+	protein_coding
ENSG00000183696.13	UPP1	chr7	48088628	48108733	+	protein_coding
ENSG00000179869.14	ABCA13	chr7	48171458	48647496	+	protein_coding
ENSG00000228173.1	AC091770.1	chr7	48660575	48663305	-	lincRNA
ENSG00000285536.1	AC091770.2	chr7	48708327	48711582	+	lincRNA
ENSG00000225705.2	AC004899.1	chr7	48846426	48852898	-	processed_pseudogene
ENSG00000279578.1	AC004899.2	chr7	48847766	48851625	+	TEC
ENSG00000229165.1	GDI2P1	chr7	48902556	48903891	-	processed_pseudogene
ENSG00000218305.4	CDC14C	chr7	48919765	48927454	+	protein_coding
ENSG00000234686.1	AC091730.1	chr7	49230137	49254816	+	lincRNA
ENSG00000270763.1	DDX43P2	chr7	49258493	49259846	-	processed_pseudogene
ENSG00000279104.1	AC093775.1	chr7	49760897	49762764	-	TEC
ENSG00000188730.4	VWC2	chr7	49773661	49921950	+	protein_coding
ENSG00000042813.7	ZPBP	chr7	49850421	50121329	-	protein_coding
ENSG00000223893.1	GNL2P1	chr7	49942251	49944440	-	processed_pseudogene
ENSG00000164500.6	SPATA48	chr7	50096036	50159830	+	protein_coding
ENSG00000228005.1	AC020743.1	chr7	50141540	50142823	-	antisense
ENSG00000231681.2	AC020743.2	chr7	50202001	50262994	-	lincRNA
ENSG00000235620.1	AC020743.3	chr7	50274790	50275622	-	lincRNA
ENSG00000185811.18	IKZF1	chr7	50304068	50405101	+	protein_coding
ENSG00000285165.1	AC124014.1	chr7	50388489	50400097	-	antisense
ENSG00000200815.1	RNU6-1091P	chr7	50435380	50435486	+	snRNA
ENSG00000132436.11	FIGNL1	chr7	50444128	50542535	-	protein_coding
ENSG00000132437.17	DDC	chr7	50458436	50565457	-	protein_coding
ENSG00000226122.1	DDC-AS1	chr7	50531759	50543463	+	antisense
ENSG00000106070.18	GRB10	chr7	50590063	50793462	-	protein_coding
ENSG00000236046.1	AC004920.1	chr7	50839363	50841992	-	lincRNA
ENSG00000228085.1	AC009296.1	chr7	50843578	50843732	-	processed_pseudogene
ENSG00000228204.2	AC004830.1	chr7	50866747	51022990	+	antisense
ENSG00000201133.1	RF00394	chr7	50935350	50935493	-	snoRNA
ENSG00000106078.18	COBL	chr7	51016212	51316818	-	protein_coding
ENSG00000231490.1	RPL7L1P2	chr7	51259429	51260167	-	processed_pseudogene
ENSG00000227233.1	CICP17	chr7	51382284	51384660	+	processed_pseudogene
ENSG00000228897.1	AC012441.2	chr7	51386363	51387101	-	processed_pseudogene
ENSG00000227080.2	AC012441.1	chr7	51388430	51389114	-	processed_pseudogene
ENSG00000285741.1	AC005999.2	chr7	51471717	51729716	+	lincRNA
ENSG00000229478.1	ROBO2P1	chr7	51600286	51600573	-	processed_pseudogene
ENSG00000229403.1	AC005999.1	chr7	51614251	51630870	+	lincRNA
ENSG00000242650.3	RN7SL292P	chr7	51716657	51716922	+	misc_RNA
ENSG00000233960.1	AC079763.1	chr7	52165235	52192913	-	lincRNA
ENSG00000253028.1	RF00322	chr7	52269437	52269569	-	snoRNA
ENSG00000234304.2	SGO1P2	chr7	52891837	52897807	-	processed_pseudogene
ENSG00000223970.1	AC074397.1	chr7	53002420	53003429	+	processed_pseudogene
ENSG00000221900.5	POM121L12	chr7	53035642	53036924	+	protein_coding
ENSG00000227344.2	HAUS6P1	chr7	53187388	53188938	+	processed_pseudogene
ENSG00000271194.1	RNF138P2	chr7	53316149	53316740	+	processed_pseudogene
ENSG00000199629.1	RNU1-14P	chr7	53366058	53366209	+	snRNA
ENSG00000222154.1	RN7SKP218	chr7	53490148	53490439	-	misc_RNA
ENSG00000234105.1	AC009468.2	chr7	53514992	53517116	-	lincRNA
ENSG00000228627.1	AC009468.1	chr7	53559214	53568249	-	lincRNA
ENSG00000205628.2	LINC01446	chr7	53655509	53811931	-	lincRNA
ENSG00000222355.1	RNU2-29P	chr7	53776136	53776324	+	snRNA
ENSG00000271306.1	RAC1P9	chr7	53779783	53780263	+	processed_pseudogene
ENSG00000232418.1	AC074348.1	chr7	53787167	53787298	+	processed_pseudogene
ENSG00000235454.1	HAUS6P3	chr7	53862233	53863339	+	processed_pseudogene
ENSG00000238131.1	AC073521.1	chr7	53926676	53947744	-	lincRNA
ENSG00000280920.1	AC092848.1	chr7	54201224	54202421	+	lincRNA
ENSG00000231427.5	LINC01445	chr7	54330697	54349849	+	lincRNA
ENSG00000213673.3	SLC25A5P3	chr7	54419444	54420328	+	processed_pseudogene
ENSG00000170419.10	VSTM2A	chr7	54542325	54571080	+	protein_coding
ENSG00000224223.1	VSTM2A-OT1	chr7	54556970	54571726	+	sense_overlapping
ENSG00000228735.1	AC011228.1	chr7	54576052	54578794	-	lincRNA
ENSG00000200471.1	RNU6-1125P	chr7	54621025	54621131	+	snRNA
ENSG00000232612.1	RPL31P35	chr7	54656358	54656734	+	processed_pseudogene
ENSG00000132432.13	SEC61G	chr7	54752250	54759974	-	protein_coding
ENSG00000234707.2	AC074351.1	chr7	54759425	54804928	+	antisense
ENSG00000218586.3	AC006971.1	chr7	54933699	54938184	+	processed_pseudogene
ENSG00000146648.17	EGFR	chr7	55019021	55211628	+	protein_coding
ENSG00000224057.1	EGFR-AS1	chr7	55179750	55188934	-	antisense
ENSG00000280890.1	ELDR	chr7	55235965	55255635	-	lincRNA
ENSG00000237210.1	AC073324.1	chr7	55244247	55245681	+	processed_pseudogene
ENSG00000230564.1	CALM1P2	chr7	55259809	55260256	-	processed_pseudogene
ENSG00000230936.1	AC073347.1	chr7	55342316	55344958	+	processed_pseudogene
ENSG00000132434.9	LANCL2	chr7	55365448	55433742	+	protein_coding
ENSG00000154978.12	VOPP1	chr7	55436056	55572988	-	protein_coding
ENSG00000223475.1	AC099681.1	chr7	55573171	55588336	+	antisense
ENSG00000233977.1	AC099681.3	chr7	55592074	55593193	+	lincRNA
ENSG00000231394.1	AC099681.2	chr7	55593777	55595006	+	lincRNA
ENSG00000234844.1	CDC42P2	chr7	55638274	55638842	-	processed_pseudogene
ENSG00000235207.1	TUBBP6	chr7	55645620	55646951	+	processed_pseudogene
ENSG00000231317.1	AC091812.1	chr7	55656768	55678490	-	unprocessed_pseudogene
ENSG00000176826.15	FKBP9P1	chr7	55681074	55713252	-	transcribed_unprocessed_pseudogene
ENSG00000252857.1	RNU6-389P	chr7	55685977	55686081	+	snRNA
ENSG00000275853.1	RF00017	chr7	55731100	55731403	+	misc_RNA
ENSG00000224971.1	SUMO2P3	chr7	55732144	55732431	+	processed_pseudogene
ENSG00000237799.2	CICP11	chr7	55736779	55739605	+	processed_pseudogene
ENSG00000275875.1	AC091812.3	chr7	55741525	55741869	+	processed_pseudogene
ENSG00000273720.1	AC091812.2	chr7	55743073	55743457	+	processed_pseudogene
ENSG00000226278.1	PSPHP1	chr7	55764797	55773288	+	unprocessed_pseudogene
ENSG00000206729.1	RNU6-1126P	chr7	55789368	55789474	+	snRNA
ENSG00000154997.8	SEPT14	chr7	55793544	55862789	-	protein_coding
ENSG00000235738.1	AC092647.4	chr7	55797946	55798480	-	processed_pseudogene
ENSG00000225270.1	CICP12	chr7	55798034	55798876	+	processed_pseudogene
ENSG00000229762.1	AC092647.3	chr7	55810779	55811411	-	processed_pseudogene
ENSG00000225018.1	AC092647.1	chr7	55876738	55877024	-	processed_pseudogene
ENSG00000227499.1	AC092647.2	chr7	55877912	55878164	+	processed_pseudogene
ENSG00000249773.3	AC092647.5	chr7	55887277	55955239	+	protein_coding
ENSG00000178665.15	ZNF713	chr7	55887475	55942530	+	protein_coding
ENSG00000146729.9	NIPSNAP2	chr7	55951793	56000181	+	protein_coding
ENSG00000239789.5	MRPS17	chr7	55951819	55956501	+	protein_coding
ENSG00000146733.13	PSPH	chr7	56011051	56051604	-	protein_coding
ENSG00000146731.10	CCT6A	chr7	56051630	56063989	+	protein_coding
ENSG00000206603.1	SNORA22B	chr7	56055365	56055502	+	snoRNA
ENSG00000207168.1	SNORA15	chr7	56060470	56060602	+	snoRNA
ENSG00000129103.17	SUMF2	chr7	56064002	56080670	+	protein_coding
ENSG00000164776.9	PHKG1	chr7	56080283	56092996	-	protein_coding
ENSG00000106153.12	CHCHD2	chr7	56101569	56106576	-	protein_coding
ENSG00000185290.3	NUPR2	chr7	56114681	56116400	-	protein_coding
ENSG00000230191.1	AC006970.1	chr7	56163145	56163533	+	processed_pseudogene
ENSG00000233028.1	AC006970.2	chr7	56175634	56176412	+	processed_pseudogene
ENSG00000285670.1	AC006970.3	chr7	56214979	56220747	+	lincRNA
ENSG00000227491.1	CCNJP1	chr7	56228634	56229782	-	processed_pseudogene
ENSG00000223559.1	AC073136.1	chr7	56288230	56291425	+	processed_pseudogene
ENSG00000224155.2	AC073136.2	chr7	56304678	56305526	-	processed_pseudogene
ENSG00000203462.2	AC093392.1	chr7	56322804	56323601	+	unprocessed_pseudogene
ENSG00000202296.1	RNU6-1335P	chr7	56340231	56340337	-	snRNA
ENSG00000231299.1	SEPT14P24	chr7	56360362	56360541	-	unprocessed_pseudogene
ENSG00000225371.1	CICP8	chr7	56362458	56365270	+	processed_pseudogene
ENSG00000224370.1	AC093392.2	chr7	56380976	56381312	+	processed_pseudogene
ENSG00000223330.1	RNU6-1052P	chr7	56402070	56402173	-	snRNA
ENSG00000232944.1	AC092423.1	chr7	56408699	56409210	-	processed_pseudogene
ENSG00000237268.2	AC092447.7	chr7	56421857	56448375	-	transcribed_unprocessed_pseudogene
ENSG00000278205.1	AC092447.10	chr7	56462536	56467771	+	unprocessed_pseudogene
ENSG00000225488.1	AC092447.4	chr7	56482105	56483295	-	lincRNA
ENSG00000226485.1	RBM22P3	chr7	56490682	56491635	+	processed_pseudogene
ENSG00000261275.1	AC092447.8	chr7	56493124	56497285	+	lincRNA
ENSG00000231504.1	NMD3P2	chr7	56502284	56503044	-	processed_pseudogene
ENSG00000223740.1	AC092447.3	chr7	56525428	56526113	-	processed_pseudogene
ENSG00000233288.1	AC092447.5	chr7	56534230	56538130	-	lincRNA
ENSG00000224947.1	VN1R25P	chr7	56559221	56559958	+	processed_pseudogene
ENSG00000213650.3	AC092447.2	chr7	56567906	56568858	-	processed_pseudogene
ENSG00000234716.1	AC092447.6	chr7	56577848	56578866	+	processed_pseudogene
ENSG00000213067.2	AC092447.1	chr7	56597379	56598342	+	processed_pseudogene
ENSG00000271047.1	AC092447.9	chr7	56603410	56603553	+	processed_pseudogene
ENSG00000229909.1	TRIM60P16	chr7	56631739	56632727	-	processed_pseudogene
ENSG00000228303.1	AC095038.1	chr7	56638943	56650696	-	unprocessed_pseudogene
ENSG00000277174.1	AC095038.2	chr7	56685036	56687366	-	unprocessed_pseudogene
ENSG00000282879.1	AC095038.3	chr7	56736396	56736590	-	processed_pseudogene
ENSG00000277253.1	AC118758.2	chr7	56805336	56808148	+	processed_pseudogene
ENSG00000279072.1	AC118758.3	chr7	56809214	56848800	-	lincRNA
ENSG00000233437.1	AC118758.1	chr7	56875385	56882146	-	transcribed_unprocessed_pseudogene
ENSG00000225244.3	AC069152.1	chr7	56940341	56944353	-	unprocessed_pseudogene
ENSG00000264426.1	MIR4283-1	chr7	56955785	56955864	-	miRNA
ENSG00000189166.6	TNRC18P3	chr7	56991888	57009149	+	unprocessed_pseudogene
ENSG00000214668.4	SLC29A4P1	chr7	57014285	57020273	-	unprocessed_pseudogene
ENSG00000229508.2	PHKG1P4	chr7	57060590	57061301	-	unprocessed_pseudogene
ENSG00000275061.2	AC122133.1	chr7	57067950	57074664	-	unprocessed_pseudogene
ENSG00000185177.12	ZNF479	chr7	57119614	57139864	-	protein_coding
ENSG00000235095.1	AC099654.2	chr7	57147986	57150347	-	unprocessed_pseudogene
ENSG00000283431.1	AC099654.6	chr7	57163168	57166024	-	unprocessed_pseudogene
ENSG00000284474.1	AC099654.12	chr7	57167039	57167245	+	unprocessed_pseudogene
ENSG00000283547.1	AC099654.7	chr7	57167200	57167880	+	unprocessed_pseudogene
ENSG00000231537.1	MTCO3P10	chr7	57167880	57168651	+	unprocessed_pseudogene
ENSG00000283230.1	AC099654.5	chr7	57168725	57169074	+	unprocessed_pseudogene
ENSG00000283481.1	MTND4LP32	chr7	57169143	57169412	+	unprocessed_pseudogene
ENSG00000225295.1	MTND4P4	chr7	57169406	57170771	+	unprocessed_pseudogene
ENSG00000228440.1	MTND5P6	chr7	57170974	57172771	+	unprocessed_pseudogene
ENSG00000283311.1	MTND6P29	chr7	57172772	57173283	-	unprocessed_pseudogene
ENSG00000224880.1	MTCYBP29	chr7	57173357	57174362	+	unprocessed_pseudogene
ENSG00000224723.1	GUSBP10	chr7	57177409	57180052	-	unprocessed_pseudogene
ENSG00000230764.1	MTND1P4	chr7	57185788	57186202	+	unprocessed_pseudogene
ENSG00000237309.1	MTND2P6	chr7	57186412	57187441	+	unprocessed_pseudogene
ENSG00000236692.2	AC099654.3	chr7	57187892	57189437	+	unprocessed_pseudogene
ENSG00000284291.1	AC099654.11	chr7	57189578	57190226	+	unprocessed_pseudogene
ENSG00000284098.1	AC099654.9	chr7	57190300	57190460	+	unprocessed_pseudogene
ENSG00000283626.1	AC099654.8	chr7	57190461	57191138	+	unprocessed_pseudogene
ENSG00000228851.1	MTCO3P4	chr7	57191141	57191927	+	unprocessed_pseudogene
ENSG00000284558.1	AC099654.13	chr7	57191997	57192337	+	unprocessed_pseudogene
ENSG00000284221.1	AC099654.10	chr7	57192405	57192698	+	unprocessed_pseudogene
ENSG00000227584.2	MTND4P5	chr7	57192695	57194068	+	unprocessed_pseudogene
ENSG00000230531.1	MTND5P7	chr7	57194257	57196054	+	unprocessed_pseudogene
ENSG00000284572.1	AC099654.14	chr7	57196056	57196564	-	unprocessed_pseudogene
ENSG00000234671.1	MTCYBP5	chr7	57196638	57197772	+	unprocessed_pseudogene
ENSG00000169325.10	GUSBP12	chr7	57200825	57203597	-	unprocessed_pseudogene
ENSG00000234089.1	AC099654.1	chr7	57209865	57222174	-	lincRNA
ENSG00000238431.1	RNU7-157P	chr7	57227001	57227066	+	snRNA
ENSG00000274299.1	AC099654.4	chr7	57270839	57275197	+	unprocessed_pseudogene
ENSG00000280225.1	AC237221.2	chr7	57402181	57404717	-	TEC
ENSG00000260653.5	AC237221.1	chr7	57404771	57416203	+	lincRNA
ENSG00000266168.1	MIR3147	chr7	57405025	57405090	+	miRNA
ENSG00000227182.1	VN1R28P	chr7	57422830	57423725	-	unitary_pseudogene
ENSG00000235368.1	SAPCD2P2	chr7	57424503	57425676	+	processed_pseudogene
ENSG00000182111.8	ZNF716	chr7	57450177	57473546	+	protein_coding
ENSG00000270957.1	AC092175.1	chr7	57485166	57485895	+	processed_pseudogene
ENSG00000233601.1	NCOR1P3	chr7	57599794	57610104	+	unprocessed_pseudogene
ENSG00000243981.4	AC064862.6	chr7	57628479	57645189	-	transcribed_processed_pseudogene
ENSG00000270749.1	AC064862.7	chr7	57629285	57630151	+	processed_pseudogene
ENSG00000229627.2	BSNDP4	chr7	57638725	57639112	+	processed_pseudogene
ENSG00000230796.1	AC064862.1	chr7	57650381	57651119	-	unprocessed_pseudogene
ENSG00000237639.2	AC064862.5	chr7	57650521	57650854	+	unprocessed_pseudogene
ENSG00000233962.1	AC064862.2	chr7	57652736	57653459	-	unprocessed_pseudogene
ENSG00000236261.1	AC064862.4	chr7	57652875	57653208	+	unprocessed_pseudogene
ENSG00000234085.1	AC064862.3	chr7	57654822	57655392	+	unprocessed_pseudogene
ENSG00000227015.1	AC023141.4	chr7	57770619	57770946	-	unprocessed_pseudogene
ENSG00000232161.1	AC023141.8	chr7	57770966	57771173	+	unprocessed_pseudogene
ENSG00000230271.1	AC023141.5	chr7	57772584	57773199	-	unprocessed_pseudogene
ENSG00000250923.1	AC023141.12	chr7	57773183	57773381	+	unprocessed_pseudogene
ENSG00000224484.1	AC023141.2	chr7	57776972	57777521	-	unprocessed_pseudogene
ENSG00000236907.1	AC023141.9	chr7	57817601	57818012	-	unprocessed_pseudogene
ENSG00000250618.1	AC023141.11	chr7	57817996	57818197	+	unprocessed_pseudogene
ENSG00000224653.1	AC023141.3	chr7	57819819	57820627	+	unprocessed_pseudogene
ENSG00000223836.1	AC023141.1	chr7	57820032	57820410	-	unprocessed_pseudogene
ENSG00000237236.1	AC023141.10	chr7	57822201	57822942	+	unprocessed_pseudogene
ENSG00000231232.4	AC023141.6	chr7	57822465	57822801	-	unprocessed_pseudogene
ENSG00000231484.1	AC023141.7	chr7	57828331	57837046	+	unprocessed_pseudogene
ENSG00000271696.1	AC023141.13	chr7	57835309	57836251	-	processed_pseudogene
ENSG00000233918.1	AC128676.1	chr7	62275361	62275678	-	processed_pseudogene
ENSG00000207443.1	RNU6-417P	chr7	63011463	63011569	-	snRNA
ENSG00000227148.1	AC069285.1	chr7	63044827	63054431	-	lincRNA
ENSG00000233454.1	AC069285.2	chr7	63057453	63060084	+	unprocessed_pseudogene
ENSG00000233782.1	ZNF90P3	chr7	63087070	63088261	-	processed_pseudogene
ENSG00000234312.1	SAPCD2P4	chr7	63113635	63114805	-	processed_pseudogene
ENSG00000231523.1	SEPT14P1	chr7	63117501	63154934	-	unprocessed_pseudogene
ENSG00000199231.1	RF00494	chr7	63175940	63176019	-	snoRNA
ENSG00000237572.1	AC092001.1	chr7	63209219	63211822	+	unprocessed_pseudogene
ENSG00000226075.2	PHKG1P1	chr7	63233035	63234245	-	unprocessed_pseudogene
ENSG00000244550.1	AC006455.8	chr7	63233115	63241645	-	processed_transcript
ENSG00000240651.1	SEPT7P4	chr7	63241590	63248321	-	unprocessed_pseudogene
ENSG00000236638.1	AC006455.7	chr7	63263065	63263456	+	processed_pseudogene
ENSG00000185037.9	ZNF733P	chr7	63291518	63304056	-	transcribed_unprocessed_pseudogene
ENSG00000226587.1	AC006455.1	chr7	63326674	63354326	-	lincRNA
ENSG00000227298.1	ARAFP3	chr7	63342711	63343200	+	processed_pseudogene
ENSG00000232165.1	AC006455.6	chr7	63345840	63346732	+	processed_pseudogene
ENSG00000230000.2	AC006455.5	chr7	63348861	63351774	+	processed_transcript
ENSG00000227545.1	AC006455.2	chr7	63349154	63350059	-	processed_pseudogene
ENSG00000227923.1	AC006455.3	chr7	63354033	63354365	+	processed_pseudogene
ENSG00000229301.1	AC006455.4	chr7	63354457	63359306	+	lincRNA
ENSG00000236284.1	VN1R31P	chr7	63367427	63368156	-	processed_pseudogene
ENSG00000230361.1	VN1R32P	chr7	63377329	63378233	+	unitary_pseudogene
ENSG00000230600.1	AC073188.3	chr7	63380466	63385789	-	lincRNA
ENSG00000232817.1	AC073188.4	chr7	63388808	63393657	-	lincRNA
ENSG00000223889.1	AC073188.1	chr7	63393749	63394109	-	processed_pseudogene
ENSG00000227305.1	AC073188.2	chr7	63393788	63422046	+	lincRNA
ENSG00000234387.1	AC073188.5	chr7	63394277	63395439	+	lincRNA
ENSG00000268181.3	AC073188.6	chr7	63396341	63399250	-	processed_transcript
ENSG00000234467.1	SLC25A1P2	chr7	63398046	63398957	+	processed_pseudogene
ENSG00000227426.1	VN1R33P	chr7	63401385	63402271	-	unitary_pseudogene
ENSG00000224368.1	ARAFP2	chr7	63404842	63405400	-	processed_pseudogene
ENSG00000197990.6	ZNF734P	chr7	63449819	63456687	+	unprocessed_pseudogene
ENSG00000230132.1	AC006457.1	chr7	63480598	63480989	-	processed_pseudogene
ENSG00000164740.5	SEPT7P5	chr7	63495799	63502536	+	processed_pseudogene
ENSG00000228645.2	PHKG1P2	chr7	63509303	63510165	+	processed_pseudogene
ENSG00000214660.6	SLC29A4P2	chr7	63556598	63562588	+	unprocessed_pseudogene
ENSG00000223566.1	TNRC18P2	chr7	63567743	63585075	-	unprocessed_pseudogene
ENSG00000265214.1	MIR4283-2	chr7	63621090	63621169	+	miRNA
ENSG00000226401.3	AC006015.1	chr7	63632608	63636617	+	unprocessed_pseudogene
ENSG00000226411.1	AC079355.1	chr7	63699390	63700441	+	unprocessed_pseudogene
ENSG00000271466.1	CICP24	chr7	63768257	63771047	-	processed_pseudogene
ENSG00000227397.1	AC079355.2	chr7	63789909	63790098	+	processed_pseudogene
ENSG00000236574.1	AC092634.6	chr7	63843314	63843505	+	processed_pseudogene
ENSG00000225451.1	AC092634.2	chr7	63876341	63877350	+	processed_pseudogene
ENSG00000236299.7	AC092634.5	chr7	63888200	63900794	-	lincRNA
ENSG00000235720.1	GABPAP	chr7	63893286	63894641	+	processed_pseudogene
ENSG00000226581.1	AC092634.3	chr7	63900823	63917994	+	lincRNA
ENSG00000226342.1	NMD3P1	chr7	63908966	63910453	-	processed_pseudogene
ENSG00000227910.1	AC092634.4	chr7	63924787	63926306	-	transcribed_processed_pseudogene
ENSG00000213645.2	SLC25A1P3	chr7	63931141	63931968	+	processed_pseudogene
ENSG00000233173.1	VN1R34P	chr7	63934449	63935331	-	unitary_pseudogene
ENSG00000231264.1	ARAFP1	chr7	63937905	63938509	-	processed_pseudogene
ENSG00000284534.1	AC092634.8	chr7	63959844	63981477	-	processed_transcript
ENSG00000228660.1	VN1R35P	chr7	63963431	63964123	-	transcribed_unprocessed_pseudogene
ENSG00000230639.1	VN1R36P	chr7	63965834	63966124	-	unprocessed_pseudogene
ENSG00000176232.10	AC092634.1	chr7	63980385	63981477	-	transcribed_unprocessed_pseudogene
ENSG00000278577.1	AC092634.7	chr7	63993904	63994006	+	unprocessed_pseudogene
ENSG00000241149.3	AC115220.1	chr7	63998874	64016130	+	protein_coding
ENSG00000228564.2	LINC01005	chr7	64024409	64030105	-	lincRNA
ENSG00000285544.1	AC115220.2	chr7	64045429	64114556	+	processed_transcript
ENSG00000214652.5	ZNF727	chr7	64045443	64078549	+	protein_coding
ENSG00000223558.1	TRIM60P17	chr7	64085560	64086576	+	processed_pseudogene
ENSG00000224458.3	GUSBP6	chr7	64100305	64150721	+	transcribed_unprocessed_pseudogene
ENSG00000248704.1	MTND4P2	chr7	64104093	64105295	-	unprocessed_pseudogene
ENSG00000248315.1	MTND4LP2	chr7	64105292	64105576	-	unprocessed_pseudogene
ENSG00000230052.1	MTND3P2	chr7	64105654	64105995	-	unprocessed_pseudogene
ENSG00000233385.1	MTCO3P8	chr7	64106065	64106819	-	unprocessed_pseudogene
ENSG00000227035.1	MTATP6P18	chr7	64106822	64107572	-	unprocessed_pseudogene
ENSG00000234234.1	MTCO2P8	chr7	64107829	64108486	-	unprocessed_pseudogene
ENSG00000234700.1	MTCO1P8	chr7	64108625	64110147	-	unprocessed_pseudogene
ENSG00000230252.1	MTND2P4	chr7	64110547	64111550	-	unprocessed_pseudogene
ENSG00000235646.1	MTND1P2	chr7	64111752	64112572	-	unprocessed_pseudogene
ENSG00000229881.1	AC091685.1	chr7	64140495	64150058	+	lincRNA
ENSG00000236976.1	AC091685.2	chr7	64141538	64142401	-	processed_pseudogene
ENSG00000213643.3	VN1R37P	chr7	64149685	64150432	-	processed_pseudogene
ENSG00000235227.1	VN1R38P	chr7	64180006	64180892	-	unitary_pseudogene
ENSG00000213644.2	SAPCD2P1	chr7	64181710	64182893	+	processed_pseudogene
ENSG00000223614.5	ZNF735	chr7	64207090	64220508	+	protein_coding
ENSG00000197123.9	ZNF679	chr7	64228474	64266931	+	protein_coding
ENSG00000234444.9	ZNF736	chr7	64307459	64354860	+	protein_coding
ENSG00000227986.1	TRIM60P18	chr7	64355078	64356199	+	unprocessed_pseudogene
ENSG00000276650.1	AC022202.1	chr7	64425623	64426334	-	unprocessed_pseudogene
ENSG00000232727.2	YWHAEP1	chr7	64433830	64434592	+	processed_pseudogene
ENSG00000223845.1	VN1R40P	chr7	64443802	64444742	-	unitary_pseudogene
ENSG00000228014.1	ZNF680P1	chr7	64469185	64470653	+	processed_pseudogene
ENSG00000228653.2	HNRNPCP7	chr7	64500825	64501729	+	processed_pseudogene
ENSG00000173041.11	ZNF680	chr7	64519884	64563106	-	protein_coding
